Id,poisonous
5165,0.7897194656625574
4281,1.0
231,0.0
3890,0.0
1521,1.0
5874,0.0
1847,0.0
1023,0.0
3561,1.0
6885,1.0
5170,0.0
5224,0.5645413546017868
589,0.0
5337,1.0
1107,1.0
6452,1.0
2640,1.0
3035,0.9447861477298914
3339,0.0
4465,0.906653965679749
5915,0.0
5046,0.0
7859,0.0
7855,1.0
6503,0.9447861477298914
497,1.0
5325,0.0
6535,0.0
3927,0.0
1573,1.0
1975,1.0
3982,0.0
6580,0.0
8051,1.0
4567,0.0
5109,0.0
7208,0.5894284333248407
7109,0.0
1253,1.0
6520,0.2503951252504695
7497,0.0
3522,1.0
7559,1.0
3104,0.5010907677299593
6305,1.0
3066,1.0
4749,1.0
754,0.0
1941,0.0
2940,0.0
366,1.0
2625,0.0
1189,0.0
6046,1.0
1299,0.9447861477298914
2667,1.0
6984,0.24316400341674518
3300,0.0
1829,0.0
7794,0.0
4027,0.0
2806,0.0
866,0.0
7117,0.5894284333248407
4787,1.0
8091,0.0
20,1.0
1353,0.0
2215,0.7400893863554685
5742,0.0
6560,0.0
3844,1.0
1070,0.4996803538780839
7433,0.0
7990,1.0
5475,1.0
5366,0.0
915,0.0
3138,0.0
5035,0.0
1382,1.0
1571,0.0
7757,0.0
3361,0.0
7044,1.0
6005,0.0
2230,0.0
5373,0.7897194656625574
5303,0.0
3193,0.0
6766,0.0
6484,0.0
6516,1.0
7603,0.5894284333248407
4874,0.24316400341674518
2417,0.0
6146,0.0
7110,0.0
4066,0.0
3885,0.0
3472,0.0
1566,1.0
5181,0.0
1398,0.6972572840795727
3881,1.0
8040,0.0
7513,1.0
7641,1.0
375,1.0
5027,1.0
3717,1.0
4556,1.0
2219,0.0
5744,0.0
6842,0.0
6621,0.0
6982,1.0
406,1.0
5535,1.0
6906,1.0
5869,1.0
5473,1.0
2145,1.0
417,1.0
6894,0.0
6801,0.0
5237,1.0
5412,0.0
583,1.0
8104,0.0
2003,0.5010907677299593
3191,0.30585495060495055
2192,0.5645413546017868
633,0.0
3251,1.0
2830,1.0
142,1.0
3806,0.0
6663,0.0
1329,0.0
1456,1.0
7887,0.2503951252504695
5,0.0
2493,1.0
234,1.0
723,1.0
5856,1.0
5433,0.0
3812,0.0
1599,1.0
1842,1.0
3437,0.0
2134,0.0
1550,0.0
1944,1.0
2350,0.0
6310,1.0
531,1.0
7496,0.0
7243,0.0
1653,1.0
3540,0.2503951252504695
3769,0.0
532,0.0
291,0.0
2345,0.0
51,0.0
2378,0.6972572840795727
7706,0.0
2446,0.0
4906,0.0
1029,0.0
720,1.0
1820,0.2503951252504695
7846,0.0
1150,0.0
3425,0.0
1060,1.0
850,0.0
4492,0.0
5323,0.0
2888,0.0
1457,0.0
3057,1.0
482,0.0
89,0.0
7466,0.5010907677299593
7477,1.0
6464,1.0
1693,0.0
7974,0.0
1669,0.0
38,1.0
277,1.0
7798,0.0
7818,0.0
7069,0.0
2138,1.0
495,1.0
276,0.0
8036,1.0
4268,0.0
421,0.0
1983,1.0
6123,0.0
6471,0.0
7350,0.0
5621,1.0
6494,0.0
7330,0.0
4704,1.0
72,1.0
958,0.0
4003,1.0
2354,0.5922341524216523
6887,1.0
1595,0.0
7781,0.0
2130,0.24316400341674518
1675,1.0
5100,1.0
5427,0.0
7763,0.906653965679749
819,0.0
7206,0.0
2146,1.0
1491,1.0
6446,0.0
1168,0.5894284333248407
5857,1.0
1357,1.0
2739,1.0
1645,1.0
2388,1.0
4564,0.0
6962,0.0
8121,0.9447861477298914
7392,0.0
5158,1.0
1034,0.2503951252504695
1165,0.5645413546017868
4177,0.0
117,0.0
5743,1.0
608,0.0
1436,0.0
6178,0.0
1275,0.24316400341674518
2741,1.0
7751,0.0
1716,0.0
2988,0.0
596,0.7897194656625574
7708,1.0
1470,0.0
2565,0.6972572840795727
5051,0.24316400341674518
4687,0.0
1650,0.0
1347,1.0
35,0.0
6816,1.0
7645,1.0
3379,0.0
4811,0.0
5161,0.0
5867,0.2503951252504695
8123,0.0
5244,0.0
7711,0.0
1594,1.0
2966,1.0
5349,1.0
1582,0.0
3704,0.0
6493,0.0
50,0.0
1194,0.0
7742,0.60242297554
2704,0.0
2217,1.0
7675,1.0
1831,1.0
3131,1.0
6150,1.0
6719,1.0
3225,0.0
3323,0.0
8025,0.0
402,0.0
4160,1.0
19,1.0
337,0.0
6114,1.0
7473,1.0
6212,0.0
3291,0.24316400341674518
6087,0.0
6641,0.0
2204,1.0
1384,1.0
6528,1.0
2674,0.0
610,0.0
5522,1.0
3799,1.0
390,1.0
2016,1.0
7106,0.0
2317,0.5811323418975385
4131,1.0
1359,0.0
2618,1.0
5411,1.0
6751,1.0
7775,0.8883895290505391
7921,1.0
3297,0.0
5191,0.1477821067821068
211,0.0
693,1.0
5782,0.0
7685,0.0
3882,1.0
5281,0.0
5755,0.0
4229,0.0
1823,0.1477821067821068
5184,1.0
5333,0.0
5312,1.0
5393,1.0
6277,0.0
70,1.0
4167,1.0
2793,1.0
3697,1.0
551,0.0
5858,1.0
6032,0.0
1637,1.0
3144,1.0
2010,0.0
3701,0.0
4834,1.0
1947,1.0
445,1.0
63,0.0
6927,0.0
780,1.0
6576,1.0
7168,0.0
824,0.0
1184,1.0
3085,1.0
6787,0.2503951252504695
6632,0.79
7778,0.2503951252504695
2358,0.24316400341674518
4431,0.0
973,1.0
4514,1.0
3075,0.0
4108,0.0
2251,0.0
6281,0.9447861477298914
6870,1.0
6240,1.0
2284,1.0
5975,0.5811323418975385
822,0.0
4407,0.6545614582727568
283,0.0
3429,0.0
342,1.0
1558,1.0
2569,1.0
4416,0.0
2850,1.0
4733,0.0
6411,1.0
3615,0.0
7309,0.0
7616,1.0
5604,0.0
4035,0.9447861477298914
3016,0.0
7259,1.0
5124,1.0
5331,0.0
3728,0.0
2025,0.24316400341674518
1498,1.0
2713,0.0
6765,0.0
4598,1.0
2842,0.0
3632,0.5894284333248407
844,0.0
727,1.0
5636,0.0
4839,1.0
5316,0.0
1505,1.0
4266,0.0
3705,0.0
4292,0.0
5990,0.0
2119,0.906653965679749
2880,1.0
2693,0.0
3925,1.0
6800,1.0
762,0.2503951252504695
4421,1.0
3201,0.5811323418975385
3382,1.0
5672,0.0
4627,0.24316400341674518
1685,1.0
6001,0.0
7137,1.0
5716,1.0
4502,0.6972572840795727
2105,1.0
1705,1.0
1020,0.0
3389,0.0
416,0.0
6944,0.0
8114,1.0
2019,1.0
6405,0.0
3856,0.0
5394,0.0
5068,0.0
6727,1.0
5071,0.60242297554
7594,1.0
7282,0.0
5760,0.2503951252504695
8044,0.0
3954,0.0
1856,1.0
6577,1.0
2952,0.9447861477298914
2127,0.0
7126,0.8883895290505391
285,1.0
636,0.0
3831,1.0
2970,0.0
1109,1.0
6597,1.0
1167,0.0
1966,0.0
1338,1.0
7340,0.6545614582727568
4621,0.0
5549,1.0
2189,1.0
6127,1.0
2152,0.0
6638,0.0
7079,0.0
2809,1.0
4747,0.4996803538780839
5380,1.0
4290,0.97
6607,0.0
5819,1.0
3720,0.2503951252504695
7814,1.0
6243,0.0
6759,0.0
2939,0.6972572840795727
158,1.0
328,0.0
656,1.0
6320,1.0
6477,0.0
2677,1.0
1679,0.7897194656625574
5654,0.0
3072,1.0
2848,1.0
4615,0.0
6803,0.0
6846,0.60242297554
399,1.0
6432,1.0
7827,1.0
3543,1.0
2836,1.0
4713,0.0
2963,0.0
2478,1.0
7607,0.0
5437,1.0
843,0.0
5111,1.0
6598,1.0
5064,0.0
1740,0.0
7361,0.0
5277,1.0
2568,1.0
3149,1.0
88,0.0
6784,1.0
2907,0.0
2296,0.0
5212,0.0
5120,1.0
2670,1.0
2274,0.0
7658,1.0
6614,0.24316400341674518
4602,1.0
2857,0.0
3110,1.0
1506,0.0
3832,0.0
2766,1.0
7325,0.2503951252504695
1791,1.0
3729,1.0
6256,0.5811323418975385
7585,0.0
8089,0.24316400341674518
4277,0.0
6374,0.5894284333248407
7568,0.0
5232,0.0
3883,0.0
3872,0.0
1349,0.0
7989,0.0
4929,0.0
6582,1.0
7980,0.0
2357,0.0
3932,0.0
6876,0.0
1409,1.0
614,1.0
4804,1.0
6317,0.7897194656625574
6410,0.0
4965,0.0
6589,1.0
305,0.0
64,1.0
3750,1.0
7483,0.0
668,1.0
3996,1.0
5399,1.0
7907,0.0
701,1.0
6694,0.6545614582727568
4289,0.0
2732,1.0
1982,0.0
45,0.0
4186,1.0
3851,0.0
5257,0.7400893863554685
4262,0.0
2753,0.0
30,1.0
7882,0.0
3845,0.8883895290505391
384,1.0
3062,1.0
3978,1.0
6279,0.0
4575,1.0
7254,1.0
3702,1.0
6958,0.0
2920,1.0
700,0.6545614582727568
235,1.0
3536,1.0
2480,1.0
2401,0.0
2295,1.0
7314,0.0
6459,1.0
3986,1.0
262,1.0
5211,0.01
5852,1.0
5459,0.0
266,1.0
6810,1.0
2987,0.0
2624,0.0
1278,0.0
7571,0.0
3849,0.2503951252504695
3391,1.0
3737,0.048132271892222904
3308,1.0
3647,1.0
5816,0.0
7177,1.0
1035,1.0
794,0.5010907677299593
7010,0.0
5937,0.0
995,0.0
7923,1.0
6280,0.9447861477298914
6531,0.0
3475,0.0
4336,0.0
6010,0.0
5199,1.0
6687,1.0
2205,0.0
5947,0.4996803538780839
7548,1.0
5659,0.0
4623,0.0
2696,0.6545614582727568
8080,0.0
119,0.0
3071,0.906653965679749
6823,0.0
7372,0.0
4631,1.0
1044,0.0
2519,0.0
8109,0.0
1978,0.0
1700,0.97
8071,1.0
6537,1.0
7633,0.0
7656,0.0
3871,0.0
1415,1.0
978,1.0
6389,0.0
7230,0.9447861477298914
4905,1.0
3186,0.0
4891,0.0
6433,0.0
1339,1.0
3233,1.0
499,0.0
4436,0.0
1980,0.4996803538780839
3412,0.5894284333248407
2933,1.0
1071,0.0
1697,0.0
3106,0.0
6517,0.0
6353,0.0
5813,1.0
7407,1.0
5299,1.0
6881,1.0
3313,0.0
4688,0.0
5893,0.8883895290505391
4368,0.0
1152,0.60242297554
494,1.0
3558,1.0
2547,0.0
528,1.0
3172,0.0
976,0.0
970,0.0
792,0.0
5663,0.0
6074,0.0
6780,0.0
3079,0.02
4490,0.0
2468,0.0
6245,0.0
4470,0.0
2778,0.0
5193,0.0
2201,0.0
7124,0.0
4315,0.0
2953,0.906653965679749
3430,0.0
7322,0.0
6521,0.7400893863554685
1100,0.9447861477298914
4348,1.0
3575,1.0
3350,0.0
6403,0.0
4260,1.0
16,0.79
3360,1.0
5414,1.0
7958,0.9447861477298914
7195,0.0
654,0.0
3443,0.0
3155,0.2503951252504695
4320,1.0
6615,0.0
6296,1.0
4214,0.0
1232,1.0
3493,0.0
1924,1.0
2679,1.0
5213,0.2503951252504695
5652,0.906653965679749
7829,0.0
4645,0.0
1654,0.0
4282,0.0
7528,1.0
8077,0.0
4452,1.0
7771,1.0
4769,0.0
1495,0.0
6653,1.0
5329,0.0
448,1.0
1025,0.7400893863554685
2137,0.0
7933,0.5811323418975385
1416,0.0
4413,0.0
7900,1.0
7093,1.0
585,0.9447861477298914
4864,1.0
4959,0.0
2593,0.24316400341674518
7879,1.0
1862,0.0
2636,1.0
111,0.0
5958,0.0
5284,1.0
5591,1.0
5255,0.5010907677299593
2858,0.4996803538780839
4165,0.0
6986,0.4996803538780839
3669,0.0
4519,0.0
4513,0.0
6090,0.6545614582727568
4528,0.0
2000,0.0
341,1.0
3597,1.0
1421,0.5645413546017868
4084,0.0
3671,1.0
4048,0.0
4226,0.0
4438,1.0
1269,0.0
5397,1.0
846,0.0
2660,1.0
1801,1.0
3440,1.0
1038,1.0
1431,1.0
5723,1.0
483,1.0
136,0.0
5098,0.0
2017,1.0
6858,0.0
1781,1.0
4796,0.0
4816,0.0
3765,0.0
7161,0.0
6866,0.0
3980,0.0
7427,1.0
2967,0.0
1328,0.0
7308,0.0
4522,0.6972572840795727
2419,0.0
2576,0.0
2579,0.5645413546017868
7338,0.0
4242,0.2503951252504695
1535,1.0
1087,1.0
4133,0.2503951252504695
4896,0.0
365,0.0
1408,1.0
3198,0.0
3724,0.0
4770,0.0
4019,1.0
5855,0.2503951252504695
1459,0.0
1614,1.0
6027,0.0
900,1.0
2843,0.2503951252504695
3500,0.5645413546017868
7844,0.6972572840795727
4498,0.0
7540,0.0
1554,0.0
6217,1.0
4799,0.0
5987,0.0
5592,0.0
2208,0.0
898,0.0
3330,0.0
7929,0.5811323418975385
5945,1.0
1203,0.0
7511,0.0
224,0.9447861477298914
1175,1.0
4776,0.7400893863554685
5375,0.0
2999,1.0
451,1.0
2012,1.0
5884,0.0
470,0.0
7728,0.0
3545,1.0
5959,0.0
7063,0.0
7636,0.0
6180,1.0
3010,1.0
4690,0.0
3372,1.0
2529,0.0
667,1.0
8009,0.0
625,0.0
6141,0.0
216,0.0
558,0.6972572840795727
8079,0.0
3566,0.2503951252504695
1964,1.0
7374,0.9447861477298914
868,1.0
350,0.42
6439,0.0
5623,0.0
7054,1.0
2875,0.2503951252504695
5882,1.0
7156,1.0
7409,1.0
156,0.0
2193,1.0
3253,0.0
3605,0.0
2566,0.9447861477298914
2537,0.0
2989,0.0
6053,1.0
3810,0.0
4288,0.0
2658,0.906653965679749
4673,1.0
7249,0.0
5282,1.0
7861,0.5894284333248407
2133,1.0
2125,1.0
1779,0.0
6224,0.0
1417,0.0
339,1.0
2156,1.0
2817,0.0
1222,0.0
1234,0.0
4759,0.0
4683,0.0
7532,0.8883895290505391
1004,0.0
7643,1.0
4102,0.0
2292,0.0
1704,1.0
473,0.9447861477298914
4388,0.906653965679749
6895,1.0
4813,1.0
5688,0.0
7242,1.0
3874,0.0
1211,1.0
6072,0.0
4362,0.0
744,1.0
5536,0.0
4234,0.0
4782,1.0
6449,1.0
1429,0.0
3055,0.0
4611,1.0
4660,0.0
5590,1.0
5740,1.0
352,0.906653965679749
7157,0.24316400341674518
3384,0.906653965679749
512,0.0
5011,0.0
3427,1.0
3315,1.0
7263,1.0
2352,0.0
4140,0.24316400341674518
4750,1.0
1423,1.0
745,0.0
7289,1.0
5542,0.5894284333248407
2643,0.0
7448,1.0
4298,0.0
8011,0.0
5356,0.24316400341674518
7354,1.0
5179,1.0
3828,0.0
8035,1.0
848,0.0
176,1.0
5644,1.0
3990,0.0
5301,0.0
2078,0.0
4060,0.0
7690,0.0
6054,1.0
4074,0.0
5094,0.0
4843,1.0
2102,0.8883895290505391
1340,1.0
7588,1.0
6909,0.0
7334,1.0
5326,1.0
7877,0.0
4961,0.0
2175,1.0
2028,1.0
5785,1.0
3121,1.0
5126,0.0
8062,1.0
4295,0.0
626,0.0
6624,1.0
651,1.0
5949,1.0
1130,1.0
7701,1.0
7903,0.0
5371,0.0
7627,1.0
2929,0.4996803538780839
6850,1.0
3735,1.0
5534,1.0
7377,0.0
1218,0.0
7197,1.0
7462,1.0
1445,0.0
6536,0.0
798,1.0
5825,0.0
7693,0.0
347,0.0
489,0.0
4054,0.0
4904,1.0
5807,1.0
966,0.0
4364,0.0
4857,0.0
3609,0.0
4346,1.0
3347,1.0
7569,0.0
4824,0.0
1725,1.0
7102,0.0
3989,0.8883895290505391
7096,0.0
6326,1.0
5398,1.0
7584,0.0
7155,0.24316400341674518
263,0.0
4941,0.0
4984,1.0
418,0.24316400341674518
5294,1.0
7216,1.0
7508,0.0
4016,1.0
6768,1.0
7276,1.0
5283,0.0
7683,1.0
4271,0.0
1852,0.0
3063,1.0
4399,0.0
7212,1.0
3080,0.0
6008,0.0
6365,0.5811323418975385
4366,0.0
469,1.0
4013,0.0
919,0.0
7606,0.7897194656625574
7227,0.0
1031,0.0
643,1.0
3953,0.0
6662,0.0
2610,0.0
4195,1.0
1937,0.0
1022,1.0
6904,1.0
4907,0.0
6183,0.0
5131,0.6972572840795727
6442,0.0
3847,0.0
6125,1.0
3557,0.95
3177,1.0
3345,0.0
6330,0.0
7969,0.6972572840795727
6617,1.0
5168,1.0
3571,0.0
5208,0.0
4137,1.0
6260,1.0
2983,0.0
1883,1.0
721,0.6972572840795727
1769,0.0
1200,0.0
3164,1.0
4591,0.0
2973,0.0
2341,0.0
3813,0.0
2578,0.0
7422,1.0
6438,1.0
5099,0.0
5709,0.0
5270,0.0
2093,0.0
5624,0.0
4241,1.0
3078,0.0
411,1.0
1501,0.0
7688,0.2503951252504695
4497,0.0
6505,0.0
709,1.0
837,1.0
7908,1.0
6924,0.0
7943,0.0
4092,0.0
2788,0.0
3683,0.9447861477298914
5434,0.7400893863554685
4091,0.0
6185,1.0
162,0.0
3826,1.0
4829,0.0
6011,1.0
2148,0.0
2925,0.0
1752,0.906653965679749
6755,0.0
5933,0.0
4531,0.0
2077,1.0
1543,0.5811323418975385
6275,1.0
7813,0.0
3816,0.0
615,1.0
620,1.0
711,0.0
4909,0.0
2951,0.0
4826,1.0
7988,0.95
7013,1.0
4104,0.0
8072,0.0
7214,0.5645413546017868
7023,0.0
7368,0.0
1369,1.0
4792,0.0
4861,1.0
434,0.7897194656625574
7159,1.0
1759,0.0
2644,0.0
3354,1.0
7834,0.0
5994,0.0
3690,1.0
345,1.0
4763,0.0
4021,1.0
1819,0.0
1868,1.0
7461,1.0
6557,1.0
1500,1.0
2502,1.0
1826,0.0
3070,0.0
6513,1.0
2365,0.0
618,0.0
3969,0.0
4124,0.0
653,0.0
1298,0.0
3732,1.0
2404,1.0
2632,0.0
2755,0.0
631,0.0
3876,0.0
4393,1.0
2224,1.0
4170,1.0
2619,1.0
6500,1.0
2945,0.2503951252504695
5713,1.0
2163,1.0
3859,0.0
3502,0.0
4171,1.0
4274,0.4996803538780839
5839,0.0
7510,0.24316400341674518
1208,1.0
4486,0.0
1957,0.0
5598,1.0
4671,0.0
4223,1.0
6154,0.0
2705,1.0
804,1.0
954,0.0
5876,0.0
6985,1.0
6022,1.0
2450,0.0
7615,1.0
6949,0.6972572840795727
5680,0.0
3914,1.0
4376,1.0
3994,1.0
3369,0.0
183,1.0
1199,1.0
371,1.0
6251,0.7400893863554685
6408,0.0
6246,1.0
1330,0.0
4278,0.8883895290505391
110,1.0
6388,0.0
1170,0.60242297554
2729,0.0
4726,0.0
8087,1.0
3118,1.0
2852,1.0
7226,1.0
6138,1.0
5790,0.0
4135,0.0
5177,0.0
3772,0.0
104,0.7897194656625574
6789,1.0
5504,0.6972572840795727
5290,1.0
123,0.0
2655,1.0
3014,1.0
6954,0.906653965679749
6518,0.0
4101,1.0
5930,1.0
1727,0.0
5730,0.0
1822,1.0
4613,0.0
5518,1.0
7217,0.8685594128094124
7205,0.0
3290,1.0
4321,1.0
8005,0.0
2449,1.0
2497,0.0
5967,1.0
4329,1.0
7925,1.0
5343,0.5811323418975385
930,1.0
1551,1.0
927,1.0
1229,0.0
1185,0.0
1656,0.0
5516,0.0
410,1.0
3243,1.0
7802,0.0
4800,1.0
2557,1.0
6033,1.0
4607,0.0
7240,0.0
5422,1.0
6062,1.0
5677,1.0
7744,0.0
4962,1.0
31,0.0
4859,0.60242297554
7695,1.0
7851,0.0
4681,0.0
2657,0.0
5765,0.5894284333248407
1761,0.0
3991,0.0
2412,0.6545614582727568
6861,1.0
1771,1.0
3426,1.0
994,0.0
174,1.0
766,0.0
3782,0.0
640,1.0
3317,0.906653965679749
3125,1.0
2318,1.0
498,0.0
6362,0.1477821067821068
6421,0.0
3945,0.9447861477298914
2427,0.0
1830,1.0
5629,0.0
4540,0.0
4674,1.0
7984,1.0
864,1.0
7045,1.0
4029,0.0
4022,0.0
3441,0.0
4597,0.0
359,1.0
4599,0.0
3327,0.5645413546017868
3905,0.0
7823,0.0
907,0.0
6337,0.0
1049,1.0
6510,0.0
225,0.0
4257,0.0
2279,0.0
1374,1.0
6462,0.0
479,0.0
3756,0.0
876,1.0
5149,0.60242297554
3513,0.0
5309,0.8883895290505391
3408,1.0
6269,0.0
747,0.0
1188,1.0
4717,1.0
2510,0.8883895290505391
7994,0.0
735,0.0
942,1.0
333,1.0
4270,0.0
2511,1.0
7083,0.0
372,0.0
6006,0.906653965679749
6221,0.24316400341674518
1664,0.0
7653,0.0
2740,0.0
1228,1.0
4384,0.0
3228,1.0
5776,0.0
4077,0.5645413546017868
7702,1.0
248,0.0
2622,1.0
2737,0.0
6656,0.0
7743,0.0
3488,0.0
6134,0.0
7875,1.0
4880,0.0
3209,1.0
7894,1.0
288,0.0
785,1.0
213,0.0
3122,0.0
4876,0.0
7725,0.6545614582727568
3528,0.0
7567,0.0
6918,0.0
1430,0.0
563,1.0
1191,0.2503951252504695
3700,1.0
7485,0.0
5881,0.0
1600,0.0
7770,0.0
5389,0.5894284333248407
7637,0.2503951252504695
5451,0.906653965679749
2270,0.0
6599,0.4996803538780839
3090,0.0
5846,0.5010907677299593
6020,0.7400893863554685
6563,0.6972572840795727
6242,1.0
6495,0.7897194656625574
4237,1.0
3466,1.0
3485,1.0
2255,1.0
4927,0.0
592,0.5010907677299593
6436,0.5010907677299593
5359,1.0
2383,0.8883895290505391
6707,1.0
2308,1.0
2853,0.0
4515,0.5645413546017868
2456,1.0
873,1.0
6135,1.0
1046,1.0
4773,0.0
1524,0.0
1013,1.0
155,0.0
5001,1.0
7973,1.0
4246,0.0
2548,0.0
3307,1.0
1869,0.7897194656625574
7450,1.0
2474,0.0
6681,1.0
2522,0.0
5449,0.0
3999,0.0
108,0.0
3655,1.0
5310,1.0
1220,0.24316400341674518
3298,1.0
4606,1.0
2981,1.0
2393,0.0
6043,0.0
6098,0.0
3422,0.0
2946,0.0
1719,0.0
3993,1.0
5274,0.0
4753,0.0
58,1.0
2183,0.0
7573,0.0
4110,0.0
5242,1.0
6136,0.0
2240,0.0
5346,0.0
5317,0.0
2425,1.0
7572,1.0
7273,0.0
2176,1.0
7398,0.6972572840795727
4249,0.0
1686,0.0
5031,0.0
5464,1.0
6238,1.0
3636,0.0
7210,1.0
1080,0.0
599,1.0
834,1.0
5174,0.0
7104,0.0
3509,1.0
1314,0.0
1620,0.0
442,0.0
4473,0.0
3923,1.0
3519,0.8883895290505391
997,1.0
415,0.0
4957,0.0
2770,0.7897194656625574
3780,1.0
6932,0.0
607,0.0
6585,1.0
2210,0.0
7303,0.0
1641,0.0
4317,1.0
2541,0.0
7022,0.0
2278,1.0
2046,1.0
3595,1.0
2420,0.0
7400,0.0
1593,0.0
5231,1.0
6884,1.0
4038,1.0
7826,1.0
1754,1.0
7247,1.0
2262,0.0
1613,0.0
5118,1.0
6063,0.7897194656625574
7186,0.8883895290505391
6423,1.0
1989,1.0
3715,0.60242297554
697,1.0
18,1.0
5926,0.0
6201,1.0
4529,1.0
2937,1.0
6490,1.0
4367,1.0
6066,0.0
1065,1.0
2366,0.0
2207,0.0
4911,0.24316400341674518
3899,0.0
227,1.0
7716,0.0
5195,0.0
5091,1.0
433,0.0
707,0.0
7664,0.0
5960,1.0
2535,1.0
5302,0.0
191,0.0
564,0.0
7369,1.0
5175,1.0
5103,1.0
3390,0.0
2206,0.24316400341674518
1224,1.0
316,0.4996803538780839
965,1.0
977,0.79
4148,1.0
1448,0.5010907677299593
2129,0.0
7344,1.0
1375,0.0
5774,1.0
7996,0.24316400341674518
4972,0.24316400341674518
5515,0.0
2904,0.0
2761,1.0
6104,1.0
2816,0.0
7307,0.0
6673,0.0
3833,1.0
1385,0.0
529,0.0
5413,0.0
3439,1.0
3956,1.0
5618,0.0
2782,1.0
353,1.0
699,1.0
534,0.0
3967,0.0
275,0.0
6437,0.0
3183,1.0
3596,0.0
6574,0.0
7253,1.0
2403,1.0
1943,1.0
6343,1.0
2399,1.0
5128,0.0
1335,1.0
6035,0.0
870,1.0
2132,1.0
5440,0.0
8034,0.0
4464,1.0
7905,1.0
1334,1.0
486,1.0
2220,1.0
6126,0.01
6210,0.0
6372,1.0
3630,1.0
4002,1.0
7924,1.0
7667,0.0
5026,0.5811323418975385
2225,0.0
6499,0.0
7098,0.0
5480,0.0
3645,1.0
3432,1.0
2139,0.0
7895,0.0
4883,0.0
6731,1.0
1117,0.0
6824,0.0
2975,1.0
2635,1.0
7021,0.0
1802,0.0
3749,0.0
983,0.9972202611218569
7055,0.0
7456,1.0
5132,0.0
6821,1.0
